id	text	title
224	Seasons result from the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution.	Season
225	It is the tilt of the Earth that causes the Sun to be higher in the sky during the summer months which increases the solar flux .	Season
226	He was assassinated on 30 January 1948 by Nathuram Godse who thought Gandhi was too sympathetic to India's Muslims.	Mahatma Gandhi
227	The service rapidly gained worldwide popularity, with over 500 million registered users as of 2012, generating over 340 million tweets daily and handling over 1.6 billion search queries per day.	Twitter
228	Debbie Macomber (born October 22, 1948 in Yakima, Washington ) is a best-selling American author of over 150 romance novels and contemporary women's fiction.	Debbie Macomber
229	Catonsville is a census-designated place (CDP) in Baltimore County , Maryland , United States.	Catonsville, Maryland
230	As the author of twenty-seven books, including sixteen novels, six non-fiction books, and five collections of short stories, Steinbeck received the Nobel Prize for Literature in 1962.	John Steinbeck
231	Norman Eugene Walker, known as Clint Walker (born May 30, 1927), is a retired American actor .	Clint Walker
232	The Family and Medical Leave Act of 1993 (FMLA) is a United States federal law requiring covered employers to provide employees job-protected and unpaid leave for qualified medical and family reasons.	Family and Medical Leave Act of 1993
233	Qualified medical and family reasons include: personal or family illness, family military leave, pregnancy , adoption , or the foster care placement of a child.	Family and Medical Leave Act of 1993
234	The capture of Saigon by the Vietnam People's Army in April 1975 marked the end of the war, and North and South Vietnam were reunified the following year.	Vietnam War
235	A pothole (sometimes called a kettle and known in parts of the Western United States as a chuckhole) is a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole.	Pothole
236	Where the tumor is confined to the renal parenchyma, the 5-year survival rate is 60-70%, but this is lowered considerably where metastases have spread.	Renal cell carcinoma
237	Estée Lauder Companies, Inc. is a manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products.	EstÃ©e Lauder Companies
238	It uses an external power supply to make the DRAM non-volatile.	Solid-state drive
239	"A solid-state drive (SSD) (also known as a solid-state disk or electronic disk, though it contains no actual ""disk"" of any kind) is a data storage device using integrated circuit assemblies as memory to store data persistently ."	Solid-state drive
240	The 500-year-old Roman Republic , which preceded it, had been destabilized through a series of civil wars .	Roman Empire
241	In 2006, per-capita spending for health care in Canada was US$3,678; in the U.S., US$6,714.	Comparison of the health care systems in Canada and the United States
242	A sonic boom is the sound associated with the shock waves created by an object traveling through the air faster than the speed of sound.	Sonic boom
243	Some tags are powered and read at short ranges (a few meters) via magnetic fields ( electromagnetic induction ).	Radio-frequency identification
244	Others use a local power source such as a battery, or else have no battery but collect energy from the interrogating EM field, and then act as a passive transponder to emit microwaves or UHF radio waves (i.e., electromagnetic radiation at high frequencies).	Radio-frequency identification
245	Battery powered tags may operate at hundreds of meters.	Radio-frequency identification
246	Oregon State University (OSU) is a coeducational , public research university located in Corvallis , Oregon , United States .	Oregon State University
247	It has been listed as endangered on the United States Fish and Wildlife Service list of endangered species since 8 August 1991.	Kanab ambersnail
248	According to the 2010 American Community Survey conducted by the U.S. Census Bureau , Spanish is the primary language spoken at home by almost 37 million people aged five or older, a figure more than double that of 1990.	Spanish language in the United States
249	"is a Latin word that means ""thus"" or, in writing, ""it was thus in the source material""."	Sic
250	Sedimentary rocks are types of rock that are formed by the deposition of material at the Earth 's surface and within bodies of water.	Sedimentary rock
251	Humans are born with over 270 bones, some of which fuse together into a longitudinal axis, the axial skeleton , to which the appendicular skeleton is attached.	Human skeleton
252	He is generally credited with being the first bishop of Armagh , Primate of All Ireland .	Saint Patrick
253	In mathematics and the arts , two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one.	Golden ratio
254	North Myrtle Beach is a coastal resort city in Horry County , South Carolina , United States .	North Myrtle Beach, South Carolina
255	In the universe , plasma is the most common state of matter for ordinary matter , most of which is in the rarefied intergalactic plasma (particularly intracluster medium ) and in stars.	Plasma (physics)
256	A computer is a general purpose device that can be programmed to carry out a finite set of arithmetic or logical operations.	Computer
257	Barefoot and pregnant is a phrase most commonly associated with the controversial idea that women should not work outside the home and should have many children during their reproductive years.	Barefoot and pregnant
